name	taxonomy_id	taxonomy_lvl	14_genus.bracken_num	14_genus.bracken_frac	17_genus.bracken_num	17_genus.bracken_frac	19_genus.bracken_num	19_genus.bracken_frac	20_genus.bracken_num	20_genus.bracken_frac	2126_genus.bracken_num	2126_genus.bracken_frac	22a_genus.bracken_num	22a_genus.bracken_frac	22b_genus.bracken_num	22b_genus.bracken_frac	25_genus.bracken_num	25_genus.bracken_frac	2621_genus.bracken_num	2621_genus.bracken_frac	27_genus.bracken_num	27_genus.bracken_frac	Stan_genus.bracken_num	Stan_genus.bracken_frac
Polaribacter	52959	G	1061	0.00004	1268	0.00006	624	0.00003	1168	0.00003	315	0.00004	404	0.00005	984	0.00005	794	0.00005	927	0.00006	582	0.00004	487	0.00005
Gramella	292691	G	1047	0.00004	1527	0.00007	324	0.00002	904	0.00003	167	0.00002	272	0.00003	723	0.00004	456	0.00003	525	0.00004	303	0.00002	320	0.00003
Nonlabens	363408	G	714	0.00003	1650	0.00008	364	0.00002	875	0.00003	172	0.00002	212	0.00002	490	0.00002	580	0.00004	484	0.00003	588	0.00005	306	0.00003
Maribacter	252356	G	712	0.00003	971	0.00004	369	0.00002	760	0.00002	165	0.00002	135	0.00002	307	0.00001	343	0.00002	359	0.00002	333	0.00003	220	0.00002
Aquimarina	290174	G	615	0.00002	576	0.00003	284	0.00001	500	0.00001	143	0.00002	205	0.00002	495	0.00002	489	0.00003	439	0.00003	232	0.00002	178	0.00002
Myroides	76831	G	628	0.00003	526	0.00002	259	0.00001	675	0.00002	118	0.00001	195	0.00002	627	0.00003	368	0.00002	451	0.00003	375	0.00003	206	0.00002
Formosa	225842	G	606	0.00002	885	0.00004	239	0.00001	764	0.00002	145	0.00002	198	0.00002	419	0.00002	396	0.00003	360	0.00002	197	0.00002	240	0.00002
Tenacibaculum	104267	G	490	0.00002	1155	0.00005	138	0.00001	660	0.00002	182	0.00002	158	0.00002	372	0.00002	391	0.00003	346	0.00002	219	0.00002	216	0.00002
Winogradskyella	286104	G	471	0.00002	1020	0.00005	237	0.00001	708	0.00002	175	0.00002	110	0.00001	282	0.00001	343	0.00002	327	0.00002	328	0.00003	246	0.00002
Cellulophaga	104264	G	354	0.00001	658	0.00003	142	0.00001	937	0.00003	61	0.00001	115	0.00001	278	0.00001	255	0.00002	233	0.00002	217	0.00002	166	0.00002
Salegentibacter	143222	G	404	0.00002	290	0.00001	108	0.00001	205	0.00001	56	0.00001	49	0.00001	113	0.00001	126	0.00001	117	0.00001	84	0.00001	100	0.00001
Dokdonia	326319	G	264	0.00001	234	0.00001	119	0.00001	205	0.00001	66	0.00001	50	0.00001	142	0.00001	221	0.00001	182	0.00001	226	0.00002	72	0.00001
Leeuwenhoekiella	283735	G	266	0.00001	144	0.00001	93	0.00000	242	0.00001	26	0.00000	26	0.00000	82	0.00000	149	0.00001	108	0.00001	66	0.00001	64	0.00001
Algibacter	261827	G	265	0.00001	399	0.00002	62	0.00000	278	0.00001	61	0.00001	63	0.00001	161	0.00001	124	0.00001	136	0.00001	68	0.00001	97	0.00001
Muricauda	111500	G	243	0.00001	2079	0.00010	161	0.00001	242	0.00001	90	0.00001	46	0.00001	115	0.00001	250	0.00002	203	0.00001	94	0.00001	128	0.00001
Kordia	221065	G	202	0.00001	193	0.00001	52	0.00000	210	0.00001	83	0.00001	122	0.00001	298	0.00001	117	0.00001	112	0.00001	63	0.00000	49	0.00000
Mariniflexile	527198	G	164	0.00001	290	0.00001	47	0.00000	188	0.00001	24	0.00000	22	0.00000	51	0.00000	119	0.00001	45	0.00000	46	0.00000	49	0.00000
Aureitalea	1176327	G	151	0.00001	219	0.00001	31	0.00000	91	0.00000	16	0.00000	13	0.00000	50	0.00000	28	0.00000	63	0.00000	21	0.00000	17	0.00000
Antarcticibacterium	2058174	G	149	0.00001	171	0.00001	91	0.00000	264	0.00001	35	0.00000	48	0.00001	163	0.00001	270	0.00002	130	0.00001	133	0.00001	94	0.00001
Arenibacter	178469	G	145	0.00001	127	0.00001	79	0.00000	232	0.00001	113	0.00001	82	0.00001	198	0.00001	148	0.00001	138	0.00001	34	0.00000	53	0.00001
Lacinutrix	291183	G	151	0.00001	391	0.00002	118	0.00001	206	0.00001	90	0.00001	81	0.00001	201	0.00001	121	0.00001	194	0.00001	211	0.00002	86	0.00001
Zobellia	112040	G	127	0.00001	142	0.00001	57	0.00000	143	0.00000	67	0.00001	22	0.00000	67	0.00000	101	0.00001	62	0.00000	136	0.00001	82	0.00001
Gillisia	244698	G	154	0.00001	223	0.00001	52	0.00000	102	0.00000	57	0.00001	25	0.00000	97	0.00000	133	0.00001	114	0.00001	26	0.00000	42	0.00000
Sediminicola	389486	G	123	0.00000	72	0.00000	12	0.00000	62	0.00000	8	0.00000	11	0.00000	29	0.00000	8	0.00000	57	0.00000	22	0.00000	18	0.00000
Muriicola	762641	G	116	0.00000	47	0.00000	83	0.00000	139	0.00000	25	0.00000	21	0.00000	71	0.00000	27	0.00000	63	0.00000	20	0.00000	39	0.00000
Amniculibacterium	2715289	G	196	0.00001	175	0.00001	96	0.00000	184	0.00001	14	0.00000	64	0.00001	128	0.00001	67	0.00000	95	0.00001	68	0.00001	85	0.00001
Wenyingzhuangia	1518147	G	112	0.00000	166	0.00001	35	0.00000	163	0.00000	27	0.00000	19	0.00000	32	0.00000	86	0.00001	56	0.00000	24	0.00000	46	0.00000
Changchengzhania	2049301	G	107	0.00000	90	0.00000	17	0.00000	112	0.00000	11	0.00000	7	0.00000	29	0.00000	21	0.00000	59	0.00000	27	0.00000	26	0.00000
Zunongwangia	417127	G	172	0.00001	237	0.00001	192	0.00001	435	0.00001	96	0.00001	63	0.00001	164	0.00001	179	0.00001	267	0.00002	72	0.00001	108	0.00001
Flavivirga	1209327	G	102	0.00000	203	0.00001	57	0.00000	174	0.00001	62	0.00001	63	0.00001	168	0.00001	103	0.00001	105	0.00001	79	0.00001	69	0.00001
Aequorivita	153265	G	88	0.00000	525	0.00002	108	0.00001	186	0.00001	97	0.00001	44	0.00001	142	0.00001	263	0.00002	189	0.00001	167	0.00001	53	0.00001
Euzebyella	1287916	G	131	0.00001	156	0.00001	79	0.00000	164	0.00000	29	0.00000	19	0.00000	47	0.00000	51	0.00000	70	0.00000	42	0.00000	37	0.00000
Tamlana	393005	G	90	0.00000	54	0.00000	65	0.00000	106	0.00000	13	0.00000	13	0.00000	40	0.00000	37	0.00000	40	0.00000	23	0.00000	26	0.00000
Lutibacter	358023	G	84	0.00000	308	0.00001	27	0.00000	64	0.00000	19	0.00000	28	0.00000	71	0.00000	134	0.00001	82	0.00001	46	0.00000	39	0.00000
Oceanihabitans	2045416	G	93	0.00000	128	0.00001	32	0.00000	29	0.00000	29	0.00000	48	0.00001	86	0.00000	147	0.00001	83	0.00001	16	0.00000	31	0.00000
Robiginitalea	252306	G	72	0.00000	467	0.00002	169	0.00001	223	0.00001	38	0.00000	45	0.00001	124	0.00001	33	0.00000	149	0.00001	66	0.00001	46	0.00000
Urechidicola	2700084	G	98	0.00000	132	0.00001	46	0.00000	134	0.00000	10	0.00000	13	0.00000	37	0.00000	87	0.00001	80	0.00001	39	0.00000	65	0.00001
Croceibacter	216431	G	71	0.00000	95	0.00000	27	0.00000	75	0.00000	20	0.00000	2	0.00000	20	0.00000	7	0.00000	41	0.00000	13	0.00000	22	0.00000
Altibacter	1535231	G	62	0.00000	205	0.00001	60	0.00000	61	0.00000	8	0.00000	40	0.00000	83	0.00000	48	0.00000	71	0.00000	20	0.00000	25	0.00000
Galbibacter	379068	G	61	0.00000	54	0.00000	37	0.00000	132	0.00000	6	0.00000	20	0.00000	26	0.00000	48	0.00000	30	0.00000	30	0.00000	29	0.00000
Gilvibacter	379070	G	61	0.00000	146	0.00001	91	0.00000	69	0.00000	14	0.00000	9	0.00000	22	0.00000	27	0.00000	51	0.00000	11	0.00000	30	0.00000
Siansivirga	1204360	G	58	0.00000	77	0.00000	39	0.00000	265	0.00001	36	0.00000	14	0.00000	29	0.00000	8	0.00000	53	0.00000	22	0.00000	36	0.00000
Olleya	336276	G	92	0.00000	353	0.00002	95	0.00000	181	0.00001	87	0.00001	33	0.00000	99	0.00000	85	0.00001	107	0.00001	571	0.00004	55	0.00001
Costertonia	343334	G	49	0.00000	155	0.00001	90	0.00000	55	0.00000	13	0.00000	38	0.00000	65	0.00000	28	0.00000	57	0.00000	15	0.00000	40	0.00000
Seonamhaeicola	1649495	G	46	0.00000	101	0.00000	106	0.00000	73	0.00000	28	0.00000	10	0.00000	52	0.00000	102	0.00001	69	0.00000	59	0.00000	47	0.00000
Psychroflexus	83612	G	41	0.00000	66	0.00000	38	0.00000	47	0.00000	15	0.00000	18	0.00000	62	0.00000	33	0.00000	59	0.00000	23	0.00000	28	0.00000
Flagellimonas	444459	G	20	0.00000	68	0.00000	78	0.00000	75	0.00000	13	0.00000	27	0.00000	76	0.00000	70	0.00000	56	0.00000	33	0.00000	54	0.00001
Psychroserpens	49277	G	41	0.00000	93	0.00000	8	0.00000	50	0.00000	13	0.00000	17	0.00000	38	0.00000	162	0.00001	64	0.00000	14	0.00000	37	0.00000
Mesoflavibacter	444051	G	21	0.00000	104	0.00000	55	0.00000	134	0.00000	35	0.00000	35	0.00000	84	0.00000	163	0.00001	122	0.00001	58	0.00000	62	0.00001
Chryseobacterium	59732	G	7038	0.00029	7553	0.00035	3095	0.00014	8086	0.00024	1876	0.00021	1913	0.00023	4838	0.00024	5033	0.00034	4387	0.00030	3199	0.00025	2432	0.00024
Kaistella	2782231	G	576	0.00002	1027	0.00005	232	0.00001	646	0.00002	127	0.00001	161	0.00002	457	0.00002	316	0.00002	380	0.00003	272	0.00002	232	0.00002
Epilithonimonas	2782229	G	554	0.00002	423	0.00002	246	0.00001	612	0.00002	183	0.00002	174	0.00002	316	0.00002	267	0.00002	263	0.00002	166	0.00001	161	0.00002
Planobacterium	2782228	G	257	0.00001	718	0.00003	154	0.00001	236	0.00001	33	0.00000	64	0.00001	142	0.00001	43	0.00000	115	0.00001	69	0.00001	79	0.00001
Elizabethkingia	308865	G	1566	0.00006	1581	0.00007	744	0.00003	2006	0.00006	444	0.00005	506	0.00006	1214	0.00006	1309	0.00009	910	0.00006	696	0.00005	649	0.00006
Empedobacter	59734	G	533	0.00002	483	0.00002	149	0.00001	541	0.00002	121	0.00001	192	0.00002	458	0.00002	247	0.00002	279	0.00002	289	0.00002	187	0.00002
Apibacter	1778601	G	296	0.00001	329	0.00002	79	0.00000	421	0.00001	53	0.00001	64	0.00001	133	0.00001	217	0.00001	123	0.00001	199	0.00002	96	0.00001
Ornithobacterium	28250	G	247	0.00001	2213	0.00010	101	0.00000	1602	0.00005	394	0.00004	74	0.00001	197	0.00001	386	0.00003	718	0.00005	264	0.00002	217	0.00002
Riemerella	34084	G	157	0.00001	258	0.00001	67	0.00000	314	0.00001	36	0.00000	55	0.00001	110	0.00001	378	0.00003	134	0.00001	209	0.00002	78	0.00001
Cruoricaptor	1433995	G	137	0.00001	570	0.00003	97	0.00000	231	0.00001	29	0.00000	51	0.00001	115	0.00001	106	0.00001	88	0.00001	48	0.00000	46	0.00000
Cloacibacterium	501783	G	124	0.00001	111	0.00001	42	0.00000	127	0.00000	48	0.00001	7	0.00000	17	0.00000	68	0.00000	89	0.00001	64	0.00000	33	0.00000
Weeksella	1013	G	94	0.00000	127	0.00001	39	0.00000	56	0.00000	14	0.00000	11	0.00000	16	0.00000	18	0.00000	38	0.00000	31	0.00000	25	0.00000
Bergeyella	59735	G	68	0.00000	100	0.00000	72	0.00000	129	0.00000	14	0.00000	30	0.00000	82	0.00000	34	0.00000	47	0.00000	96	0.00001	31	0.00000
Blattabacterium	34098	G	1097	0.00004	1680	0.00008	340	0.00002	1053	0.00003	345	0.00004	248	0.00003	709	0.00003	711	0.00005	772	0.00005	564	0.00004	387	0.00004
Owenweeksia	267986	G	105	0.00000	66	0.00000	42	0.00000	148	0.00000	18	0.00000	33	0.00000	78	0.00000	26	0.00000	93	0.00001	38	0.00000	42	0.00000
Fluviicola	332102	G	54	0.00000	61	0.00000	74	0.00000	119	0.00000	37	0.00000	61	0.00001	154	0.00001	115	0.00001	92	0.00001	134	0.00001	70	0.00001
Candidatus Sulcia	336809	G	26	0.00000	79	0.00000	14	0.00000	35	0.00000	9	0.00000	4	0.00000	20	0.00000	13	0.00000	28	0.00000	127	0.00001	10	0.00000
Candidatus Walczuchella	1940138	G	4	0.00000	67	0.00000	0	0.00000	6	0.00000	4	0.00000	13	0.00000	31	0.00000	2	0.00000	14	0.00000	3	0.00000	1	0.00000
Ichthyobacterium	1755829	G	25	0.00000	112	0.00001	14	0.00000	46	0.00000	1	0.00000	4	0.00000	22	0.00000	33	0.00000	38	0.00000	44	0.00000	11	0.00000
Hymenobacter	89966	G	2975	0.00012	13044	0.00060	4372	0.00020	4937	0.00014	951	0.00011	879	0.00010	2094	0.00010	1612	0.00011	3397	0.00023	2165	0.00017	1606	0.00016
Pontibacter	323449	G	1295	0.00005	2660	0.00012	925	0.00004	1423	0.00004	312	0.00004	378	0.00004	860	0.00004	543	0.00004	846	0.00006	564	0.00004	420	0.00004
Rufibacter	1379908	G	423	0.00002	1531	0.00007	460	0.00002	776	0.00002	116	0.00001	156	0.00002	357	0.00002	345	0.00002	387	0.00003	371	0.00003	209	0.00002
Adhaeribacter	299566	G	223	0.00001	303	0.00001	168	0.00001	259	0.00001	41	0.00000	40	0.00000	128	0.00001	139	0.00001	127	0.00001	67	0.00001	73	0.00001
Nibribacter	1649474	G	273	0.00001	506	0.00002	206	0.00001	367	0.00001	61	0.00001	40	0.00000	103	0.00001	164	0.00001	108	0.00001	80	0.00001	63	0.00001
Spirosoma	107	G	1624	0.00007	3610	0.00017	1845	0.00009	2155	0.00006	421	0.00005	555	0.00007	1243	0.00006	1100	0.00007	1320	0.00009	824	0.00006	737	0.00007
Fibrella	861914	G	415	0.00002	718	0.00003	354	0.00002	410	0.00001	132	0.00002	80	0.00001	196	0.00001	194	0.00001	324	0.00002	210	0.00002	166	0.00002
Runella	105	G	388	0.00002	1740	0.00008	397	0.00002	580	0.00002	67	0.00001	162	0.00002	374	0.00002	354	0.00002	393	0.00003	195	0.00002	177	0.00002
Dyadobacter	120831	G	307	0.00001	589	0.00003	244	0.00001	393	0.00001	58	0.00001	45	0.00001	145	0.00001	126	0.00001	191	0.00001	140	0.00001	137	0.00001
Leadbetterella	319458	G	297	0.00001	283	0.00001	127	0.00001	238	0.00001	54	0.00001	52	0.00001	127	0.00001	272	0.00002	168	0.00001	93	0.00001	100	0.00001
Rhodocytophaga	455076	G	209	0.00001	280	0.00001	95	0.00000	238	0.00001	29	0.00000	54	0.00001	124	0.00001	107	0.00001	143	0.00001	84	0.00001	78	0.00001
Arcticibacterium	2173039	G	151	0.00001	201	0.00001	62	0.00000	159	0.00000	65	0.00001	23	0.00000	43	0.00000	90	0.00001	55	0.00000	106	0.00001	34	0.00000
Cytophaga	978	G	148	0.00001	147	0.00001	83	0.00000	182	0.00001	70	0.00001	37	0.00000	75	0.00000	159	0.00001	61	0.00000	86	0.00001	59	0.00001
Allopseudarcicella	2676060	G	127	0.00001	124	0.00001	52	0.00000	246	0.00001	22	0.00000	45	0.00001	142	0.00001	82	0.00001	107	0.00001	30	0.00000	35	0.00000
Echinicola	390846	G	859	0.00003	1227	0.00006	300	0.00001	804	0.00002	158	0.00002	174	0.00002	410	0.00002	324	0.00002	449	0.00003	405	0.00003	246	0.00002
Algoriphagus	246875	G	611	0.00002	643	0.00003	274	0.00001	558	0.00002	132	0.00002	139	0.00002	374	0.00002	317	0.00002	359	0.00002	172	0.00001	166	0.00002
Cyclobacterium	68288	G	194	0.00001	315	0.00001	124	0.00001	316	0.00001	48	0.00001	44	0.00001	91	0.00000	166	0.00001	208	0.00001	87	0.00001	91	0.00001
Aquiflexum	280472	G	147	0.00001	508	0.00002	108	0.00001	187	0.00001	52	0.00001	29	0.00000	74	0.00000	96	0.00001	87	0.00001	71	0.00001	76	0.00001
Belliella	232244	G	120	0.00000	153	0.00001	43	0.00000	133	0.00000	47	0.00001	17	0.00000	57	0.00000	134	0.00001	90	0.00001	106	0.00001	64	0.00001
Flammeovirga	59739	G	296	0.00001	451	0.00002	189	0.00001	330	0.00001	73	0.00001	104	0.00001	269	0.00001	199	0.00001	239	0.00002	269	0.00002	164	0.00002
Roseivirga	290180	G	247	0.00001	167	0.00001	98	0.00000	292	0.00001	58	0.00001	69	0.00001	182	0.00001	190	0.00001	103	0.00001	165	0.00001	85	0.00001
Chryseolinea	1433993	G	207	0.00001	591	0.00003	268	0.00001	296	0.00001	57	0.00001	59	0.00001	133	0.00001	55	0.00000	158	0.00001	105	0.00001	85	0.00001
Candidatus Amoebophilus	281119	G	65	0.00000	61	0.00000	4	0.00000	96	0.00000	1	0.00000	5	0.00000	23	0.00000	12	0.00000	17	0.00000	12	0.00000	19	0.00000
Candidatus Cardinium	273135	G	28	0.00000	326	0.00002	31	0.00000	80	0.00000	14	0.00000	12	0.00000	22	0.00000	59	0.00000	46	0.00000	20	0.00000	26	0.00000
Marivirga	869806	G	93	0.00000	101	0.00000	65	0.00000	149	0.00000	32	0.00000	38	0.00000	53	0.00000	133	0.00001	84	0.00001	30	0.00000	46	0.00000
Bernardetia	1937972	G	47	0.00000	133	0.00001	25	0.00000	130	0.00000	23	0.00000	12	0.00000	42	0.00000	68	0.00000	57	0.00000	60	0.00000	48	0.00000
Pedobacter	84567	G	2544	0.00010	2370	0.00011	1034	0.00005	2913	0.00009	541	0.00006	616	0.00007	1421	0.00007	1703	0.00011	1325	0.00009	857	0.00007	1008	0.00010
Mucilaginibacter	423349	G	2512	0.00010	3738	0.00017	1317	0.00006	3317	0.00010	553	0.00006	635	0.00007	1461	0.00007	1508	0.00010	1631	0.00011	1426	0.00011	899	0.00009
Sphingobacterium	28453	G	2341	0.00009	2705	0.00012	1002	0.00005	3310	0.00010	475	0.00005	667	0.00008	1596	0.00008	1964	0.00013	1447	0.00010	867	0.00007	1004	0.00010
Solitalea	929509	G	382	0.00002	260	0.00001	188	0.00001	622	0.00002	97	0.00001	61	0.00001	161	0.00001	284	0.00002	150	0.00001	120	0.00001	94	0.00001
Pseudopedobacter	1649482	G	336	0.00001	171	0.00001	73	0.00000	322	0.00001	54	0.00001	67	0.00001	142	0.00001	281	0.00002	122	0.00001	103	0.00001	89	0.00001
Anseongella	1773450	G	227	0.00001	299	0.00001	126	0.00001	165	0.00000	22	0.00000	30	0.00000	61	0.00000	70	0.00000	146	0.00001	68	0.00001	54	0.00001
Olivibacter	376469	G	414	0.00002	249	0.00001	105	0.00000	395	0.00001	33	0.00000	41	0.00000	178	0.00001	50	0.00000	202	0.00001	98	0.00001	103	0.00001
Chitinophaga	79328	G	1708	0.00007	2756	0.00013	1450	0.00007	2452	0.00007	354	0.00004	485	0.00006	1277	0.00006	1015	0.00007	1163	0.00008	697	0.00005	710	0.00007
Flavisolibacter	398041	G	512	0.00002	1063	0.00005	349	0.00002	519	0.00002	161	0.00002	149	0.00002	354	0.00002	309	0.00002	452	0.00003	258	0.00002	222	0.00002
Arachidicoccus	1769012	G	425	0.00002	1102	0.00005	446	0.00002	712	0.00002	129	0.00001	133	0.00002	339	0.00002	297	0.00002	460	0.00003	311	0.00002	273	0.00003
Niabella	379899	G	256	0.00001	580	0.00003	192	0.00001	362	0.00001	64	0.00001	89	0.00001	201	0.00001	103	0.00001	254	0.00002	145	0.00001	137	0.00001
Niastella	354354	G	229	0.00001	325	0.00001	204	0.00001	302	0.00001	40	0.00000	76	0.00001	174	0.00001	137	0.00001	255	0.00002	102	0.00001	86	0.00001
Paraflavitalea	2698688	G	212	0.00001	520	0.00002	147	0.00001	261	0.00001	12	0.00000	40	0.00000	123	0.00001	69	0.00000	142	0.00001	72	0.00001	81	0.00001
Panacibacter	1874621	G	175	0.00001	216	0.00001	71	0.00000	281	0.00001	59	0.00001	59	0.00001	124	0.00001	91	0.00001	69	0.00000	54	0.00000	74	0.00001
Lacibacter	649461	G	152	0.00001	176	0.00001	48	0.00000	134	0.00000	30	0.00000	43	0.00001	104	0.00001	82	0.00001	185	0.00001	94	0.00001	67	0.00001
Pseudobacter	1860196	G	151	0.00001	350	0.00002	213	0.00001	282	0.00001	36	0.00000	97	0.00001	235	0.00001	131	0.00001	183	0.00001	164	0.00001	112	0.00001
Filimonas	649460	G	150	0.00001	370	0.00002	129	0.00001	198	0.00001	32	0.00000	34	0.00000	69	0.00000	159	0.00001	70	0.00000	52	0.00000	82	0.00001
Flavihumibacter	1004301	G	106	0.00000	357	0.00002	74	0.00000	175	0.00001	24	0.00000	21	0.00000	29	0.00000	47	0.00000	112	0.00001	63	0.00000	51	0.00001
Rhodothermus	29548	G	265	0.00001	1207	0.00006	421	0.00002	707	0.00002	116	0.00001	84	0.00001	244	0.00001	133	0.00001	350	0.00002	176	0.00001	116	0.00001
Salinibacter	146918	G	93	0.00000	690	0.00003	203	0.00001	321	0.00001	90	0.00001	65	0.00001	135	0.00001	94	0.00001	274	0.00002	232	0.00002	104	0.00001
Haliscomenobacter	2349	G	137	0.00001	606	0.00003	125	0.00001	110	0.00000	22	0.00000	54	0.00001	118	0.00001	245	0.00002	150	0.00001	87	0.00001	96	0.00001
Saprospira	1007	G	50	0.00000	225	0.00001	30	0.00000	62	0.00000	7	0.00000	4	0.00000	12	0.00000	6	0.00000	41	0.00000	8	0.00000	21	0.00000
Chlorobium	1091	G	472	0.00002	1291	0.00006	688	0.00003	944	0.00003	289	0.00003	207	0.00002	579	0.00003	545	0.00004	825	0.00006	545	0.00004	339	0.00003
Pelodictyon	1099	G	191	0.00001	742	0.00003	349	0.00002	659	0.00002	120	0.00001	105	0.00001	299	0.00001	337	0.00002	363	0.00002	193	0.00001	142	0.00001
Prosthecochloris	1101	G	652	0.00003	1831	0.00008	547	0.00003	599	0.00002	249	0.00003	245	0.00003	681	0.00003	377	0.00003	655	0.00004	510	0.00004	235	0.00002
Chlorobaculum	256319	G	460	0.00002	2193	0.00010	624	0.00003	539	0.00002	188	0.00002	216	0.00003	466	0.00002	217	0.00001	502	0.00003	463	0.00004	242	0.00002
Chloroherpeton	100715	G	84	0.00000	365	0.00002	124	0.00001	113	0.00000	47	0.00001	40	0.00000	134	0.00001	85	0.00001	119	0.00001	50	0.00000	48	0.00000
Melioribacter	1134403	G	408	0.00002	611	0.00003	148	0.00001	436	0.00001	117	0.00001	171	0.00002	368	0.00002	251	0.00002	302	0.00002	230	0.00002	165	0.00002
Ignavibacterium	795750	G	144	0.00001	368	0.00002	133	0.00001	379	0.00001	74	0.00001	49	0.00001	167	0.00001	250	0.00002	191	0.00001	201	0.00002	119	0.00001
Candidatus Cyclonatronum	2489367	G	137	0.00001	327	0.00002	88	0.00000	179	0.00001	27	0.00000	33	0.00000	76	0.00000	56	0.00000	119	0.00001	83	0.00001	63	0.00001
Gemmatimonas	173479	G	261	0.00001	1098	0.00005	291	0.00001	242	0.00001	78	0.00001	68	0.00001	221	0.00001	109	0.00001	244	0.00002	185	0.00001	129	0.00001
Gemmatirosa	1706036	G	88	0.00000	1185	0.00005	328	0.00002	233	0.00001	91	0.00001	38	0.00000	89	0.00000	68	0.00000	195	0.00001	230	0.00002	107	0.00001
Fibrobacter	832	G	262	0.00001	1215	0.00006	488	0.00002	648	0.00002	175	0.00002	140	0.00002	322	0.00002	355	0.00002	553	0.00004	495	0.00004	270	0.00003
Candidatus Cloacimonas	456826	G	155	0.00001	209	0.00001	103	0.00000	351	0.00001	48	0.00001	51	0.00001	87	0.00000	274	0.00002	129	0.00001	68	0.00001	55	0.00001
Enterobacter	547	G	3242	0.00013	7746	0.00036	3215	0.00015	6009	0.00018	1472	0.00017	1377	0.00016	3343	0.00016	3111	0.00021	3557	0.00024	3064	0.00024	3755	0.00037
Citrobacter	544	G	3164	0.00013	7928	0.00037	1876	0.00009	4363	0.00013	1378	0.00016	869	0.00010	2173	0.00011	3541	0.00024	3103	0.00021	1818	0.00014	1580	0.00016
Klebsiella	570	G	2795	0.00011	8987	0.00041	3001	0.00014	6461	0.00019	1906	0.00022	967	0.00011	2413	0.00012	3008	0.00020	71268	0.00481	2411	0.00019	5372	0.00053
Escherichia	561	G	25989	0.00105	12486	0.00058	38640	0.00180	22145	0.00065	7288	0.00083	1391	0.00016	3221	0.00016	3548	0.00024	381434	0.02575	3902	0.00030	21023	0.00207
Salmonella	590	G	1569	0.00006	10367	0.00048	2004	0.00009	2482	0.00007	794	0.00009	1014	0.00012	2010	0.00010	4157	0.00028	3476	0.00023	1780	0.00014	884	0.00009
Cronobacter	413496	G	1256	0.00005	1430	0.00007	590	0.00003	999	0.00003	294	0.00003	259	0.00003	1113	0.00005	544	0.00004	1174	0.00008	760	0.00006	303	0.00003
Leclercia	83654	G	501	0.00002	1154	0.00005	515	0.00002	758	0.00002	223	0.00003	140	0.00002	378	0.00002	421	0.00003	554	0.00004	380	0.00003	298	0.00003
Kosakonia	1330547	G	398	0.00002	1607	0.00007	702	0.00003	938	0.00003	192	0.00002	468	0.00006	698	0.00003	612	0.00004	788	0.00005	461	0.00004	328	0.00003
Raoultella	160674	G	466	0.00002	2054	0.00009	382	0.00002	815	0.00002	240	0.00003	336	0.00004	780	0.00004	699	0.00005	619	0.00004	396	0.00003	306	0.00003
Candidatus Blochmannia	203804	G	207	0.00001	351	0.00002	46	0.00000	246	0.00001	56	0.00001	57	0.00001	147	0.00001	178	0.00001	131	0.00001	99	0.00001	50	0.00000
Candidatus Hamiltonella	568987	G	72	0.00000	147	0.00001	23	0.00000	39	0.00000	9	0.00000	47	0.00001	101	0.00000	47	0.00000	82	0.00001	45	0.00000	32	0.00000
Candidatus Gullanella	1906661	G	19	0.00000	50	0.00000	23	0.00000	10	0.00000	31	0.00000	18	0.00000	59	0.00000	13	0.00000	59	0.00000	17	0.00000	17	0.00000
Candidatus Purcelliella	472825	G	17	0.00000	34	0.00000	2	0.00000	2	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	0	0.00000	13	0.00000
Candidatus Doolittlea	1906657	G	12	0.00000	59	0.00000	7	0.00000	12	0.00000	13	0.00000	8	0.00000	12	0.00000	26	0.00000	11	0.00000	17	0.00000	8	0.00000
Candidatus Tachikawaea	1682492	G	3	0.00000	68	0.00000	6	0.00000	4	0.00000	0	0.00000	1	0.00000	1	0.00000	11	0.00000	36	0.00000	8	0.00000	9	0.00000
Candidatus Hoaglandella	1906659	G	2	0.00000	43	0.00000	137	0.00001	22	0.00000	7	0.00000	3	0.00000	16	0.00000	4	0.00000	10	0.00000	11	0.00000	8	0.00000
Cedecea	158483	G	320	0.00001	2008	0.00009	383	0.00002	679	0.00002	188	0.00002	133	0.00002	315	0.00002	372	0.00003	481	0.00003	215	0.00002	401	0.00004
Atlantibacter	1903434	G	241	0.00001	238	0.00001	68	0.00000	237	0.00001	251	0.00003	62	0.00001	192	0.00001	65	0.00000	118	0.00001	90	0.00001	61	0.00001
Candidatus Riesia	401618	G	196	0.00001	61	0.00000	46	0.00000	282	0.00001	40	0.00000	25	0.00000	42	0.00000	120	0.00001	86	0.00001	130	0.00001	35	0.00000
Lelliottia	1330545	G	180	0.00001	435	0.00002	262	0.00001	265	0.00001	105	0.00001	120	0.00001	336	0.00002	249	0.00002	272	0.00002	190	0.00001	142	0.00001
Pluralibacter	1330546	G	167	0.00001	1207	0.00006	381	0.00002	915	0.00003	172	0.00002	88	0.00001	256	0.00001	240	0.00002	665	0.00004	206	0.00002	147	0.00001
